Episode,Reward,Steps,Loss
178,-1.08,9,0.28646959116061527
179,0.96,5,0.217596697807312
180,-6.02,5,0.3488642692565918
181,0.97,4,0.32888777554035187
182,0.0,3,0.21612885097662607
183,-1.53,5,0.33647238910198213
184,-1.02,3,0.23803360760211945
185,-1.02,3,0.13639247914155325
186,0.49,3,0.268239493171374
187,-5.54,6,0.21291025231281915
188,4.96,5,0.15206171572208405
189,4.98,3,0.19316981732845306
190,4.98,3,0.15932809313138327
191,4.98,3,0.28792055944601697
192,-5.53,5,0.1889382779598236
193,-5.02,3,0.28187286853790283
194,4.98,3,0.244195856153965
195,4.95,6,0.3098432719707489
196,4.96,5,0.20387393087148667
197,-5.03,4,0.229422677308321
198,-5.51,3,0.31382115681966144
199,-5.53,5,0.20841006338596343
200,4.46,6,0.2682196944952011
201,-5.54,6,0.3190443416436513
202,4.48,4,0.2906360998749733
203,-1.02,3,0.3305278855065505
204,-1.03,4,0.30512621253728867
205,-2.0700000000000003,10,0.2790306255221367
206,0.42999999999999994,9,0.2649651997619205
207,-1.09,10,0.23498348221182824
208,0.97,4,0.31551360711455345
209,-1.56,8,0.3536543007940054
210,0.44999999999999996,7,0.3085580404315676
211,0.95,6,0.255869281788667
212,-1.53,5,0.26270271763205527
213,-6.04,7,0.27032490500382017
214,-5.02,3,0.349294051527977
215,-1.57,9,0.2432895435227288
216,-1.08,9,0.28391610085964203
217,-0.030000000000000027,6,0.45129123826821643
218,4.48,4,0.2415108047425747
219,-5.02,3,0.37855325142542523
220,4.92,9,0.24946995741791195
221,-5.51,3,0.39085085193316144
222,-5.53,5,0.2497687429189682
223,0.44999999999999996,7,0.17459786257573537
224,-2.0700000000000003,10,0.31827135682106017
225,-1.58,10,0.3557334616780281
226,4.48,4,0.2814861163496971
227,-5.51,3,0.48275916775067645
228,4.46,6,0.36367496351401013
229,-1.58,10,0.24579261541366576
230,-5.53,5,0.2270038306713104
231,-5.04,5,0.3157064586877823
232,-5.53,5,0.22519167363643647
233,4.98,3,0.258581022421519
234,-5.02,3,0.31816912690798443
235,4.94,7,0.2884928456374577
236,-1.06,7,0.3266871763127191
237,-5.51,3,0.2804085810979207
238,-5.51,3,0.3148675362269084
239,-5.05,6,0.25070468212167424
240,4.48,4,0.27811869606375694
241,4.95,6,0.4636050860087077
242,-0.040000000000000036,7,0.3587585815361568
243,-5.52,4,0.3640688434243202
244,-1.58,10,0.4181951105594635
245,-1.04,5,0.3737611711025238
246,-6.0,3,0.26446834206581116
247,4.95,6,0.3186233714222908
248,4.97,4,0.26883650571107864
249,-5.51,3,0.39566558599472046
250,0.98,3,0.30625948309898376
251,4.48,4,0.2419885043054819
252,4.98,3,0.2800283581018448
253,4.45,7,0.39374623128346037
254,-5.02,3,0.5615094006061554
255,-1.09,10,0.3303137540817261
256,-5.02,3,0.26292937994003296
257,-6.05,8,0.2609388530254364
258,4.47,5,0.3542844861745834
259,3.96,7,0.25818357723099844
260,-1.07,8,0.36634694784879684
261,-5.52,4,0.2323513887822628
262,-1.09,10,0.3260184407234192
263,-1.04,5,0.2971321761608124
264,0.48,4,0.27406231313943863
265,-1.04,5,0.3658697009086609
266,-2.0,3,0.19055920839309692
267,-1.07,8,0.4209268353879452
268,-1.09,10,0.3064351469278336
269,-1.04,5,0.26692959666252136
270,-1.02,3,0.29052746295928955
271,-1.04,5,0.44187032282352445
272,-1.08,9,0.27303841213385266
273,0.48,4,0.29464980587363243
274,-1.03,4,0.3482202850282192
275,-5.53,5,0.3606117725372314
276,-1.52,4,0.3533271290361881
277,4.96,5,0.21567497551441192
278,4.4399999999999995,8,0.28116821125149727
279,-1.55,7,0.345694614308221
280,-1.51,3,0.2920128405094147
281,0.98,3,0.37750885883967084
282,-1.02,3,0.27401214838027954
283,-1.09,10,0.29766480475664137
284,-1.51,3,0.31362640857696533
285,-1.52,4,0.34461747854948044
286,0.92,9,0.36316616502073074
287,0.45999999999999996,6,0.27096451073884964
288,-1.05,6,0.27336027349034947
289,0.96,5,0.4209254294633865
290,-1.09,10,0.24691815972328185
291,-1.02,3,0.24779808521270752
292,0.49,3,0.3533775309721629
293,0.95,6,0.5417355895042419
294,-1.52,4,0.27817753702402115
295,-1.58,10,0.2735487803816795
296,-1.09,10,0.320561321079731
297,-5.51,3,0.23507703095674515
298,-5.57,9,0.24502952728006575
299,4.49,3,0.22631130864222845
300,-1.03,4,0.18613747134804726
301,-1.09,10,0.2522434204816818
302,4.48,4,0.2653185613453388
303,-1.55,7,0.2037659159728459
304,0.43999999999999995,8,0.32644394785165787
305,0.96,5,0.452280604839325
306,-1.02,3,0.4917566776275635
307,4.93,8,0.3361914847046137
308,0.95,6,0.33675245692332584
309,0.95,6,0.28698014964660007
310,-1.51,3,0.27659255266189575
311,-1.09,10,0.3053643301129341
312,-5.03,4,0.2230565808713436
313,0.97,4,0.23553389310836792
314,-1.07,8,0.279773335903883
315,-1.58,10,0.2587790325284004
316,-5.51,3,0.1909123882651329
317,4.46,6,0.37152815610170364
318,-1.09,10,0.26787595748901366
319,-1.51,3,0.2458157241344452
320,0.97,4,0.2550085671246052
321,-5.02,3,0.4657779335975647
322,-1.09,10,0.3450579449534416
323,0.49,3,0.31962085763613385
324,-1.51,3,0.2712223082780838
325,-1.58,10,0.32052206099033353
326,-2.05,8,0.40137822553515434
327,0.95,6,0.24575905998547873
328,4.48,4,0.29827771708369255
329,-5.52,4,0.25689898058772087
330,4.49,3,0.24242207407951355
331,4.97,4,0.3282935544848442
332,-5.04,5,0.24889741986989974
333,0.98,3,0.35258224606513977
334,0.98,3,0.4036207894484202
335,-1.04,5,0.19809024035930634
336,0.42999999999999994,9,0.2742553585105472
337,-1.58,10,0.35761650204658507
338,0.98,3,0.3538447916507721
339,-1.02,3,0.25955771406491596
340,0.97,4,0.26007578149437904
341,-1.09,10,0.2715855211019516
342,-1.05,6,0.24882186204195023
343,0.48,4,0.2539666071534157
344,-1.09,10,0.4090592533349991
345,0.98,3,0.2604275494813919
346,0.96,5,0.42753323912620544
347,-1.02,3,0.2178228199481964
348,-1.06,7,0.3892495887620108
349,-1.09,10,0.29749597758054735
350,-1.02,3,0.43664499123891193
351,0.45999999999999996,6,0.32403948654731113
352,0.49,3,0.21264916161696115
353,-1.09,10,0.24240902364253997
354,0.98,3,0.23001296321551004
355,-1.51,3,0.2868516594171524
356,-1.02,3,0.37163399656613666
357,-1.08,9,0.32544586724705166
358,-6.02,5,0.28302876353263856
359,4.46,6,0.42674369489153224
360,-5.02,3,0.21884927401940027
361,0.49,3,0.3058985769748688
362,-1.04,5,0.34436539113521575
363,0.96,5,0.2732217401266098
364,0.9299999999999999,8,0.31014512851834297
365,0.96,5,0.21040797233581543
366,0.98,3,0.3046807050704956
367,0.96,5,0.4600736409425735
368,-1.03,4,0.2737516686320305
369,-1.04,5,0.27646430432796476
370,0.48,4,0.2720472924411297
371,-5.06,7,0.33395772108009886
372,4.97,4,0.2602282762527466
373,-1.53,5,0.31406028270721437
374,0.47,5,0.40771043598651885
375,-1.07,8,0.29150828067213297
376,0.97,4,0.3275919705629349
377,0.45999999999999996,6,0.2781288077433904
378,-5.03,4,0.5167948566377163
379,-6.02,5,0.34234943985939026
380,-1.51,3,0.21762493749459585
381,0.96,5,0.5278148174285888
382,0.49,3,0.49375133216381073
383,-1.09,10,0.36251049637794497
384,0.9299999999999999,8,0.39838975854218006
385,-1.56,8,0.3090582340955734
386,-1.03,4,0.5336104333400726
387,4.98,3,0.41632644832134247
388,-1.52,4,0.3315706439316273
389,-1.02,3,0.4913000265757243
390,-0.040000000000000036,7,0.3698458288397108
391,-1.58,10,0.43098869621753694
392,4.98,3,0.7260187268257141
393,-1.02,3,0.7134372194608053
394,4.98,3,0.5171807209650675
395,-5.02,3,0.48509371280670166
396,0.96,5,0.38351447582244874
397,0.97,4,0.3906768336892128
398,0.96,5,0.355322927236557
399,-1.02,3,0.3665960729122162
400,-1.03,4,0.4172556586563587
401,-0.030000000000000027,6,0.40954726934432983
402,-1.53,5,0.3977977454662323
403,0.97,4,0.3768432214856148
404,-5.06,7,0.3627911252634866
405,-1.03,4,0.46450043469667435
406,0.97,4,0.380610927939415
407,-2.0700000000000003,10,0.602547749876976
408,4.94,7,0.4514634438923427
409,-1.58,10,0.5038880363106728
410,0.49,3,0.5314149558544159
411,-1.51,3,0.3829992612202962
412,-1.52,4,0.5110877230763435
413,-1.06,7,0.596901535987854
414,-1.04,5,0.5683756351470948
415,-1.52,4,0.43258899822831154
416,-1.09,10,0.49459859877824786
417,-1.58,10,0.5493488401174546
418,0.98,3,0.37952084342638653
419,-1.51,3,0.4837855299313863
420,-1.02,3,0.45668987433115643
421,-1.53,5,0.6117382407188415
422,0.98,3,0.3510422507921855
423,0.97,4,0.4697263315320015
424,0.95,6,0.7342130442460378
425,-1.09,10,0.4828793853521347
426,-5.51,3,0.5245865186055502
427,4.48,4,0.5183958858251572
428,0.97,4,0.5157160311937332
429,0.47,5,0.43576099574565885
430,-1.58,10,0.5216993987560272
431,-5.52,4,0.7028153464198112
432,-5.05,6,0.7195829202731451
433,4.48,4,0.5884076729416847
434,-1.52,4,0.4899524599313736
435,0.45999999999999996,6,0.695047507683436
436,-1.58,10,0.6258199393749238
437,-5.03,4,0.7224326878786087
438,-5.04,5,0.600412255525589
439,-5.08,9,0.5321422119935354
440,-1.52,4,0.4930528327822685
441,4.93,8,0.6851672902703285
442,-5.02,3,0.4135665198167165
443,-5.52,4,0.4845537543296814
444,4.47,5,0.5641521990299225
445,-1.04,5,0.5325016915798187
446,0.98,3,0.5164860089619955
447,0.96,5,0.6641097486019134
448,-1.04,5,0.5178569316864013
449,0.48,4,0.6333671808242798
450,0.49,3,0.49584967891375226
451,4.94,7,0.620550445147923
452,4.95,6,0.5143167525529861
453,-1.58,10,0.589635369181633
454,4.49,3,0.7155252595742544
455,-1.05,6,0.5961301922798157
456,4.98,3,0.5820439656575521
457,0.45999999999999996,6,0.553303008278211
458,-1.51,3,0.6479670802752177
459,-1.03,4,0.5994021221995354
460,0.49,3,0.6816189090410868
461,4.46,6,0.5195842782656351
462,4.47,5,0.5361370801925659
463,-5.53,5,0.4923679381608963
464,-2.0700000000000003,10,0.5639826282858849
465,0.48,4,0.7775625139474869
466,0.95,6,0.5094837099313736
467,4.96,5,0.8089489221572876
468,-1.58,10,0.8712802529335022
469,4.97,4,0.6262523084878922
470,-5.51,3,0.7306535045305887
471,4.93,8,0.5830614976584911
472,4.92,9,0.5915430949793922
473,4.47,5,0.5809736788272858
474,-1.58,10,0.5446055591106415
475,4.98,3,0.4736604392528534
476,4.49,3,0.6063213149706522
477,-5.02,3,0.5395548045635223
478,-1.05,6,0.656362404425939
479,4.48,4,0.6653722822666168
480,4.96,5,0.6823222279548645
481,-1.09,10,0.6384297668933868
482,4.96,5,0.6648313999176025
483,-5.53,5,0.7263428926467895
484,0.42999999999999994,9,0.6420173413223691
485,4.96,5,0.607545155286789
486,-1.54,6,0.736490915218989
487,-5.57,9,0.7141798072391086
488,-1.03,4,0.6129400432109833
489,-1.02,3,0.379038542509079
490,-1.09,10,0.6887506872415543
491,4.49,3,0.8911760052045187
492,-1.58,10,0.6893904507160187
493,3.99,4,0.8662240654230118
494,-1.54,6,0.6295570035775503
495,0.49,3,0.6676068902015686
496,-1.53,5,0.6304028332233429
497,-5.02,3,0.663209060827891
498,4.43,9,0.8159054087267982
499,-1.09,10,0.6051742002367974
500,-5.04,5,0.7740164160728454
501,-5.5600000000000005,8,0.5900369957089424
502,-5.51,3,0.5249496499697367
503,4.95,6,0.4822656065225601
504,4.49,3,0.6929516394933065
505,4.93,8,0.7422742247581482
506,4.97,4,0.8831339776515961
507,4.97,4,0.5722684562206268
508,-1.03,4,0.5377964079380035
509,0.98,3,0.8353276451428732
510,0.49,3,0.5527864297231039
511,-1.52,4,0.6045149639248848
512,-1.09,10,0.5632395565509796
513,-0.030000000000000027,6,0.447600781917572
514,-1.52,4,0.4127762131392956
515,4.93,8,0.5867833308875561
516,-5.07,8,0.7314943633973598
517,-5.02,3,0.5672752062479655
518,-5.06,7,0.7203890383243561
519,-5.55,7,0.5877262268747602
520,0.97,4,0.6049327403306961
521,-1.51,3,0.8015755812327067
522,0.48,4,0.43011022359132767
523,-2.0,3,0.6070083379745483
524,-1.09,10,0.5034791499376297
525,-0.030000000000000027,6,0.7272910426060358
526,4.92,9,0.5243689020474752
527,0.98,3,0.6289168894290924
528,0.48,4,0.692083328962326
529,-5.51,3,0.8383074005444845
530,0.47,5,0.6435597181320191
531,4.95,6,0.5676582157611847
532,-1.03,4,0.6325763985514641
533,4.98,3,0.7269049286842346
534,-5.05,6,0.8087198535601298
535,0.48,4,0.744229331612587
536,0.96,5,0.7329369902610778
537,0.9299999999999999,8,0.8990137428045273
538,-1.53,5,0.4495339721441269
539,-1.06,7,0.633837708405086
540,0.98,3,0.7183720270792643
541,4.98,3,0.7247441609700521
542,-6.0600000000000005,9,0.6004758046733009
543,-1.51,3,0.7091783483823141
544,-1.09,10,0.5694836914539337
545,0.48,4,0.35949426889419556
546,0.97,4,0.5495784357190132
547,-1.07,8,0.49728548899292946
548,-1.03,4,0.6858415231108665
549,0.97,4,0.4540276899933815
550,-1.58,10,0.7408219486474991
551,-1.03,4,0.7755666673183441
552,0.97,4,0.5205202102661133
553,-1.51,3,0.727850596110026
554,0.44999999999999996,7,0.6078702850001199
555,0.95,6,0.5512387156486511
556,-1.09,10,0.6711030900478363
557,-1.06,7,0.5520630862031665
558,0.49,3,0.5607856909434
559,-1.54,6,0.4795118148128192
560,-1.52,4,0.4292239397764206
561,4.96,5,0.9631500840187073
562,-5.05,6,0.7527156372865041
563,-1.04,5,0.6152680814266205
564,0.97,4,0.5891161933541298
565,-5.52,4,0.5146639198064804
566,-1.06,7,0.7287890996251788
567,-1.09,10,0.9544358909130096
568,-0.010000000000000009,4,0.8242308795452118
569,0.98,3,0.6022838751475016
570,-1.51,3,0.32502442598342896
571,-5.54,6,0.5591619859139124
572,-1.56,8,0.8563054017722607
573,-1.09,10,0.8095052510499954
574,4.47,5,0.6710519075393677
575,4.47,5,0.547085964679718
576,0.48,4,0.46839216351509094
577,0.98,3,0.8122081855932871
578,0.97,4,1.0491544008255005
579,0.48,4,1.1199846416711807
580,-1.09,10,0.6675369083881378
581,-1.09,10,0.7937236547470092
582,4.98,3,0.9084679087003072
583,4.97,4,0.7510397434234619
584,-5.53,5,0.6788900315761566
585,4.97,4,0.7231460213661194
586,-5.06,7,0.7131616984094892
587,4.98,3,0.7534358501434326
588,-5.03,4,0.560362383723259
589,4.97,4,0.7325488179922104
590,-5.55,7,0.7035862803459167
591,4.94,7,0.7247832715511322
592,-5.05,6,0.8956684221824011
593,-1.04,5,0.8012827157974243
594,-5.55,7,0.7374135894434792
595,4.49,3,0.7979416847229004
596,-5.02,3,1.2019304434458415
597,0.49,3,1.0118916034698486
598,-5.05,6,0.776809016863505
599,4.97,4,0.5305393040180206
600,-1.03,4,0.9955008327960968
601,-1.02,3,0.8180675705273946
602,4.97,4,1.1191994845867157
603,-5.52,4,0.5726905912160873
604,0.97,4,0.535230316221714
605,-1.51,3,0.7270193696022034
606,-1.05,6,0.7407052119572958
607,-5.02,3,0.7857076724370321
608,-1.09,10,0.9427356064319611
609,4.4399999999999995,8,0.8522878549993038
610,-5.51,3,0.764553447564443
611,4.46,6,1.0069368382294972
612,-1.52,4,1.1288463920354843
613,0.97,4,1.1571740359067917
614,-1.04,5,1.328377652168274
615,4.47,5,0.8933822393417359
616,-5.08,9,0.9278626806206174
617,0.97,4,0.7370944172143936
618,4.97,4,0.8128291815519333
619,-5.02,3,0.7907440463701884
620,0.42999999999999994,9,0.812693758143319
621,4.97,4,1.0991979837417603
622,-1.58,10,1.0363791406154632
623,-1.58,10,1.0375692516565322
624,-5.05,6,1.0831443866093953
625,0.45999999999999996,6,1.071835031112035
626,4.97,4,0.9870659410953522
627,-5.02,3,1.018890659014384
628,4.95,6,1.0730315844217937
629,-5.02,3,1.3471202452977498
630,-2.04,7,0.9325277124132428
631,0.96,5,0.943950355052948
632,0.96,5,0.7230534076690673
633,0.94,7,1.190719051020486
634,-1.04,5,1.4979889631271361
635,-1.51,3,1.2564884424209595
636,-1.03,4,0.9985511600971222
637,0.98,3,1.0173554221789043
638,-1.04,5,0.8279590368270874
639,-1.58,10,0.9404712975025177
640,-1.06,7,1.147524893283844
641,0.98,3,0.914829432964325
642,-1.51,3,0.8583079179128011
643,-1.02,3,1.1160207192103069
644,0.47,5,0.8560261487960815
645,-1.53,5,1.0181129932403565
646,-1.09,10,1.175178772211075
647,-1.52,4,0.830800011754036
648,0.43999999999999995,8,0.8949683755636215
649,0.97,4,1.1458744928240776
650,-5.54,6,0.6874912530183792
651,-0.010000000000000009,4,0.9253359138965607
652,0.98,3,0.9715713262557983
653,0.94,7,0.8882419211523873
654,0.96,5,0.9711987137794494
655,-1.02,3,1.2737436294555664
656,-1.51,3,0.9608905911445618
657,-1.05,6,1.410509506861369
658,-1.02,3,1.244921604792277
659,-1.58,10,1.3975937962532043
660,-5.02,3,1.0012832085291545
661,4.96,5,1.1847929954528809
662,-1.09,10,1.2037373065948487
663,-1.05,6,1.0867928365866344
664,0.98,3,1.0324909885724385
665,4.48,4,1.0955819338560104
666,0.98,3,0.9296255310376486
667,0.45999999999999996,6,1.4787268439928691
668,0.97,4,1.6403667330741882
669,4.96,5,1.7212690591812134
670,-5.05,6,1.246011843283971
671,0.98,3,1.0035277605056763
672,0.44999999999999996,7,1.5830796446119035
673,-1.52,4,1.7396471500396729
674,0.98,3,1.488128940264384
675,-1.02,3,1.1998701492945354
676,0.95,6,1.4257409572601318
677,-1.09,10,1.2772766828536988
678,-5.53,5,1.0392517447471619
679,-1.57,9,1.316775831911299
680,0.45999999999999996,6,1.4247256716092427
681,4.96,5,1.05131276845932
682,4.96,5,0.9932313859462738
683,-5.03,4,1.0599694326519966
684,-1.04,5,1.470755672454834
685,-1.09,10,1.3343524575233459
686,-1.51,3,1.1716242631276448
687,0.96,5,1.4036860704421996
688,-1.52,4,1.1719521433115005
689,-1.58,10,1.1822814881801604
690,-1.53,5,1.4820235967636108
691,-1.58,10,1.3416403949260711
692,-1.52,4,1.5616250336170197
693,0.49,3,1.5699072281519573
694,0.47,5,1.8739969730377197
695,-1.53,5,1.2105209112167359
696,-5.53,5,1.1438386678695678
697,4.98,3,1.3069170117378235
698,0.49,3,0.9083969791730245
699,-1.58,10,1.445525574684143
700,-1.09,10,1.190446150302887
701,0.97,4,1.3262039721012115
702,0.97,4,1.9102632999420166
703,0.47,5,1.796608579158783
704,0.96,5,1.0544524550437928
705,-2.01,4,1.6712439358234406
706,-1.04,5,1.5363353848457337
707,-1.04,5,1.4835036277770997
708,0.98,3,2.0340779225031533
709,-1.04,5,1.3712764859199524
710,0.47,5,1.6457679510116576
711,0.95,6,1.5962878664334614
712,-5.04,5,1.1499101638793945
713,-5.02,3,1.3180935382843018
714,-6.0600000000000005,9,1.5886114637056987
715,4.49,3,1.4519150654474895
716,4.49,3,1.5140182971954346
717,0.97,4,1.6337864398956299
718,-1.04,5,1.2349832773208618
719,-1.58,10,1.6240845620632172
720,4.94,7,1.7178449630737305
721,-5.03,4,2.146136373281479
722,0.96,5,2.0358632802963257
723,-1.52,4,1.9666715264320374
724,-5.57,9,1.7703027195400662
725,-5.03,4,2.362344413995743
726,-1.09,10,2.0903273642063143
727,-1.58,10,1.6548844516277312
728,-1.04,5,2.072911286354065
729,0.49,3,2.0931743383407593
730,0.98,3,1.4511858224868774
731,-5.51,3,1.7472862005233765
732,-5.52,4,1.8231757879257202
733,4.49,3,2.7755837440490723
734,0.95,6,2.2213018933931985
735,0.96,5,2.2722882270812987
736,-1.03,4,1.8477261066436768
737,-1.06,7,1.9714860916137695
738,4.93,8,1.8788645565509796
739,-5.04,5,1.7352327585220337
740,0.43999999999999995,8,1.870336577296257
741,0.48,4,1.7965099215507507
742,4.98,3,2.3796956539154053
743,4.92,9,2.140490041838752
744,-5.04,5,1.5021130323410035
745,-5.03,4,1.7328665256500244
746,-5.51,3,1.5233285427093506
747,-5.52,4,1.9926550388336182
748,-5.52,4,1.879275381565094
749,0.49,3,2.9832993348439536
750,-1.57,9,1.9335158003701105
751,0.44999999999999996,7,1.9215262276785714
752,-1.09,10,1.6035001397132873
753,-1.05,6,2.1713359355926514
754,0.95,6,1.6213056147098541
755,0.96,5,2.3811948537826537
756,0.48,4,2.161284327507019
757,0.95,6,1.6558940609296162
758,-1.05,6,2.204368472099304
759,-1.09,10,2.051000249385834
760,-1.51,3,1.8941346804300945
761,-1.02,3,2.503094434738159
762,-1.58,10,2.588045036792755
763,0.97,4,2.1415360271930695
764,4.97,4,2.2891317307949066
765,-1.56,8,2.5961074382066727
766,-2.0700000000000003,10,2.263449287414551
767,-1.06,7,3.0133059365408763
768,-1.55,7,2.529485855783735
769,0.49,3,1.9653027455012004
770,0.45999999999999996,6,2.288753787676493
771,-1.03,4,2.797705829143524
772,0.95,6,3.0224167903264365
773,-1.05,6,1.7888992826143901
774,-1.09,10,2.473623204231262
775,-5.02,3,2.421172777811686
776,-5.54,6,2.0759258468945823
777,0.49,3,2.2820773919423423
778,-1.06,7,1.9154226269040788
779,0.44999999999999996,7,1.630740693637303
780,0.0,3,2.0737932920455933
781,0.95,6,2.1939861377080283
782,-1.06,7,2.0365939480917796
783,-1.53,5,1.536051881313324
784,-1.05,6,1.8956279555956523
785,-1.57,9,2.499797370698717
786,-1.58,10,2.071341812610626
